twid,tweep,twtext,fav,rt,url
602491918786887680,NBCNews,"Gloria Steinem, female activists cross DMZ between North and South Korea by bus http://t.co/uCiXMFF99S http://t.co/HXjimCDibX",74,69,http://nbcnews.to/1HDU5pn
602482808280522752,NBCNews,"John Nash, Nobel Prize winner and subject of 'A Beautiful Mind,' killed in car crash http://t.co/YCHW7B4vo0 http://t.co/xuNnzSF72h",122,335,http://nbcnews.to/1RezNat
602481980786274305,NBCNews,Turkey poised to elect 1st openly-gay lawmaker despite rising tide of conservatism http://t.co/tXfnDux8gU http://t.co/MZ3coRxfP4,73,80,http://nbcnews.to/1KegHgD
602478064342294528,NBCNews,Traveling noir: Walking in the footsteps of black Americans in Paris http://t.co/HNam7okkQ8  (via @NBCBLK) http://t.co/cQRP9FR68n,39,37,http://nbcnews.to/1KeECws
602476225945313280,NBCNews,Cleveland officials: 71 people arrested in protests over #BreloVerdict http://t.co/Fo2e1bAGwp http://t.co/bD7lw3RIZM,41,97,http://nbcnews.to/1Fx8DGB
602474769720705024,NBCNews,WATCH LIVE: Texas officials discuss response to historic flooding http://t.co/vzY5N2hu6v,10,23,http://nbcnews.to/1Fx6lYf
602467932996804608,NBCNews,A $15 minimum wage once seemed like a pipe dream — but now the movement is gaining steam http://t.co/pkIRLmgbrZ http://t.co/cCjV4h0U7E,89,84,http://nbcnews.to/1ArX04N
602464634671648768,NBCNews,WATCH LIVE: Cleveland officials hold news conference after protests over cop's acquittal http://t.co/ynKh2e4CQN http://t.co/ymHrTV0g0z,24,42,http://nbcnews.to/1Rer3kG
602464180092940290,NBCNews,The world's oldest person has celebrated the big 1-1-6 http://t.co/QFANBllCcF http://t.co/oqcqrxKZgZ,181,161,http://nbcnews.to/1enLYUo
602462954047561728,NBCNews,Why are so many IndyCar drivers crashing? http://t.co/uQjh26goaR  #Indy500 http://t.co/mW8N8iLkXF,19,36,http://nbcnews.to/1IWHijC
602460393802493952,NBCNews,Soft or a success? Program offers understanding - not punishment - to wannabe jihadis http://t.co/uAzQpGg84X http://t.co/nHuvOuF0Bc,11,7,http://nbcnews.to/1PEZBzf
602459723615621120,meetthepress,"Will Ohio's John Kasich make a 2016 run? He said on #MTP: ""All my options are on the table"" http://t.co/rg3ZKhVLjx http://t.co/4PWDA4HCjH",10,18,http://www.nbcnews.com/meet-the-press/gov-john-kasich-2016-all-my-options-are-table-n344326
602457841341960192,NBCNews,Mass graves of suspected trafficking victims found in Malaysia http://t.co/4JjP0vkdMR http://t.co/OLeQim2X4M,22,54,http://nbcnews.to/1AnarDu
602454139025653761,NBCNews,"'It changes you': Soldiers lay flags at Arlington, reflect on service http://t.co/D9s0E6YUNh  #MemorialDay http://t.co/HbF1OWrLtP",311,253,http://nbcnews.to/1ISR6g3
602449116925435905,NBCNews,"Firefighter drowns as 'catastrophic' flooding hits Oklahoma, Texas http://t.co/0cxQLBC3zk http://t.co/PAXXlqu1bG",45,119,http://nbcnews.to/1FIiKtB
602445279095324672,NBCNews,WATCH: Iraqi jets pound ISIS targets in Anbar province http://t.co/b1NSs4WOSy http://t.co/ucDn7FJ71o,60,48,http://nbcnews.to/1Q4rr2P
602427651219988480,NBCNews,Is Muslim-majority Turkey ready to elect its 1st openly-gay lawmaker? @alastairjam reports http://t.co/5nnF8NCFwk http://t.co/gtI7NnGmmo,39,33,http://nbcnews.to/1cUwQNi
602421498603773952,NBCNews,That's some view! NASA astronaut @StationCDRKelly tweets picture of NYC from space http://t.co/iv4ORunvjc http://t.co/mPtRaToVxF,231,183,http://nbcnews.to/1JMvhhm
602415063547420672,NBCNews,"'Impossible' push for $15/hour minimum wage gains momentum
 http://t.co/1yvbtLuEmO http://t.co/VMvNA9Prgu",56,55,http://nbcnews.to/1F8W9mp
602407165924605952,NBCNews,JUST IN: Firefighter drowns after being swept away by Oklahoma flood waters http://t.co/rLVgFvJYIB,26,82,http://nbcnews.to/1FI2bhi
