dt,title,href,newstxt
2015-02-19 07:26:00,Confessions of an Oscars seat filler - CNN Video,http://www.cnn.com/videos/entertainment/2015/02/19/oscars-seat-filler-orig.cnn,Monica Enriquez has been a professional seat filler at awards shows for 15 years. She shares her most memorable moments. 
2015-02-25 18:18:00,Mom: Trayvon Martin's death about more than him - CNN Video,http://www.cnn.com/videos/opinions/2015/02/25/sybrina-fulton-myrlie-evers-williams-orig.cnn,"Three years after the death of her son, Trayvon Martin, Sybrina Fulton speaks with civil rights activist Myrlie Evers-Williams about overcoming tragedy."
2015-02-25 17:39:00,Attorney: 'Ham-fisted tactics' used against Muslim men - CNN Video,http://www.cnn.com/videos/us/2015/02/25/tsr-sot-attorney-brooklyn-suspects-isis.cnn,"Adam Perlmutter, the attorney for one of the men alleged to have attempted to join ISIS, says his client should be presumed innocent and there is a rush to prosecute Muslim men in America."
2015-02-18 07:08:00,NASA to send submarine into space - CNN Video,http://www.cnn.com/videos/tech/2015/02/18/pkg-orig-nasa-send-submarine-space-titan.cnn,"NASA is working on a submarine to explore the methane seas of Saturn's largest moon, Titan."
2015-02-02 17:31:00,Whitney Houston's daughter in medically-induced coma - CNN Video,http://www.cnn.com/videos/us/2015/02/02/erin-blackwell-dnt-bobbi-kristina-brown-coma.cnn,"Victor Blackwell takes a look at the life of Whitney Houston's daughter, Bobbi Kristina Brown, who was recently found unresponsive in a bathtub. "
2015-02-17 19:27:00,"Official: ISIS pumps out 90,000 messages a day - CNN Video",http://www.cnn.com/videos/tv/2015/02/18/exp-erin-dnt-lah-isis-propaganda-war.cnn,Experts say the key to ISIS' success is the terror group's ability to recruit fighters from all over the world via social media. CNN's Kyung Lah has more.
2015-02-27 20:18:00,Shatner on Nimoy: Spock would not have been the same - CNN Video,http://www.cnn.com/videos/entertainment/2015/02/28/orig-natpkg-william-shatner-leonard-nimoy.cnn,"In an interview taped two days before Leonard Nimoy's death, William Shatner reflects on Nimoy's legacy."
2015-02-10 18:37:00,ISIS giving terror recruits new instructions  - CNN Video,http://www.cnn.com/videos/intl_tv/2015/02/10/tsr-dnt-sciutto-isis-handbook.cnn,"ISIS terrorists are distributing a how-to handbook that gives recruits specific instructions, a chilling aspect of the group's strategy. CNN's Jim Sciutto reports. "
2015-03-02 10:46:00,Who is Benjamin Netanyahu? - CNN Video,http://www.cnn.com/videos/tv/2015/03/02/orig-benjamin-netanyahu-profile-israel-bibi-cm.cnn,CNN's Elise Labott profiles the Israeli Prime Minister. 
2015-02-19 18:47:00,Meet the rejects from a one-way trip to Mars - CNN Video,http://www.cnn.com/videos/us/2015/02/19/erin-pkg-moos-mars-rejects-audition-tapes.cnn,Check out audition videos of Mars mission REJECTS. CNN's Jeanne Moos reports on the would-be astronauts who won't be. 
2015-03-02 07:24:00,"Skydiver has midair seizure, can't pull cord - CNN Video",http://www.cnn.com/videos/world/2015/03/02/newday-skydiver-midair-seizure.cnn,A skydiving student in Australia suffered from a seizure in midair.
2015-02-03 13:25:00,King Abdullah: Pilot killed while defending Islam - CNN Video,http://www.cnn.com/videos/world/2015/02/03/sot-jordan-king-abdullah-isis-pilot-hostage-burned-alive.jordan-state-tv,"King Abdullah of Jordan reacts to the death of Muath al-Kaseasbeh, a pilot held hostage by ISIS and apparently burned alive."
2015-03-03 17:44:00,Hear the voice of 'Jihadi John' before ISIS - CNN Video,http://www.cnn.com/videos/world/2015/03/03/tsr-dnt-todd-voice-of-jihadi-john-before-isis.cnn,"An audio recording has been released believed to feature the man identified as ""Jihadi John"" before he joined ISIS.  CNN's Brian Todd reports."
2015-02-25 16:00:00,Opinion: Two jobs and still living in a shelter - CNN Video,http://www.cnn.com/videos/opinions/2015/02/25/change-the-list-poverty-working-shelter-sutter-orig-ba.cnn,"The cost of living is so high in Silicon Valley, California, that parents can work full time -- and still not be able to house their families."
2015-03-06 12:20:00,The haircut that freed a child's heart - CNN Video,http://www.cnn.com/videos/living/2015/03/06/digital-shorts-raising-ryland-orig.cnn,"CNN Digital and CNN Films present ""Raising Ryland,"" an intimate look at parenting a transgender child with no strings attached. "
2015-01-27 10:28:00,CNN is now on Snapchat! - CNN Video,http://www.cnn.com/videos/us/2015/01/27/orig-cnn-joins-snapchat-npr.cnn,"Don't miss out on your daily dose of news, videos and fun facts. Snap and share CNN stories today."
2015-03-05 04:57:00,Iran: Some people consider peace 'an existential threat' - CNN Video,http://www.cnn.com/videos/world/2015/03/05/intv-amanpour-iran-javad-zarif-sot.cnn,"With marathon nuclear negotiations underway, Iranian Foreign Minister Javad Zarif speaks with Christiane Amanpour about the talks and PM Netanyahu's speech."
2014-06-16 15:33:00,Seth Rogen turns hilarity into charity  - CNN Video,http://www.cnn.com/videos/bestoftv/2014/06/16/iyw-seth-rogen-2.cnn,Seth Rogen turns hilarity into charity 
2015-03-05 15:01:00,Meet the 'awkward black girl' - CNN Video,http://www.cnn.com/videos/entertainment/2015/03/05/issa-rae-awkward-black-girl-lisas-desk-orig-mg.cnn,"In this week's Lisa's Desk episode, actress and writer Issa Rae stops by to talk Oprah, her new HBO show, and her book ""The Misadventures of Awkward Black Girl."""
2015-02-01 08:08:00,Al Jazeera journalist released from Egyptian prison - CNN Video,http://www.cnn.com/videos/tv/2015/02/01/al-jazeera-journalist-released-from-egyptian-prison.cnn,"After spending 400 days in an Egyptian prison for his reporting, Peter Greste has been released. Hear from Al Jazeera English Managing Director Al Anstey."
2015-02-04 16:22:00,"Toddler, 15 passengers survive Taiwan plane crash  - CNN Video",http://www.cnn.com/videos/world/2015/02/04/tsr-dnt-brown-toddler-survives-transasia-plane-crash.cnn,Rescuers work to recover the remains of those who died on the TransAsia Airways crash in Taiwan. CNN's Pamela Brown reports on the survivors.
2015-02-25 16:11:00,Opinion: Meet the children of Silicon Valley's 'Jungle' - CNN Video,http://www.cnn.com/videos/opinions/2015/02/25/change-the-list-poverty-jungle-sutter-orig-ba.cnn,"CNN takes you inside ""The Jungle,"" what was Silicon Valley's largest homeless encampment, to meet some of the children forced to live there."
2015-02-11 17:56:00,Are we ready for 'Fifty Shades' the movie? - CNN Video,http://www.cnn.com/videos/video-landing/2015/02/11/50-fifty-shades-of-grey-richard-roth-movie-theater-orig-cfb.cnn,"Richard Roth investigates the impact and anticipation of the coming motion picture release of ""Fifty Shades of Grey"""
2015-02-27 03:14:00,What color is this dress? - CNN Video,http://www.cnn.com/videos/entertainment/2015/02/27/orig-what-color-is-this-dress.cnn,Is this dress white and gold or blue and black? See the picture that has the internet buzzing. 
2015-02-13 15:51:00,Ginsburg and Scalia's wild adventures - CNN Video,http://www.cnn.com/videos/politics/2015/02/13/lead-pkg-brown-scalia-and-ginsburg.cnn,CNN's Pamela Brown gives us a peek at the colorful stories told by Supreme Court Justices Ruth Bader Ginsburg and Antonin Scalia at a forum on constitutional issues.
2015-02-14 09:04:00,NASA warns of 'megadroughts' for U.S. - CNN Video,http://www.cnn.com/videos/us/2015/02/14/nasa-warns-of-megadroughts-orig.cnn-nasa,"There is no precedent in contemporary weather records for the kinds of droughts facing the country's West, if greenhouse gas emissions stay on course, a NASA study said. Narration and video provided by NASA. "
2015-02-24 16:47:00,Are U.S. allies secretly funding ISIS? - CNN Video,http://www.cnn.com/videos/world/2015/02/24/tsr-dnt-kosinski-us-allies-funding-isis.cnn,Reports indicate that Qatar and other U.S. allies are privately supporting ISIS. CNN's Michelle Kosinski investigates.
2015-02-23 12:25:00,Prince Harry's fickle relationship with the media - CNN Video,http://www.cnn.com/videos/world/2015/02/23/orig-prince-harry-media-spotlight.cnn,A look back at the highs and lows of Prince Harry's long relationship with the media.
2015-03-07 12:27:00,"John Gotti, Jr. Interview Part 3 - CNN Video",http://www.cnn.com/videos/tv/2015/03/07/smerconish-gotti-3-03072015.cnn,"Michael Smerconish continues his interview with John Gotti, Jr. on his former mob life and new book.  More information on Gotti, Jr's book: johnagotti.com."
2015-02-25 16:42:00,Is this 280-pound catfish real? Fisherman provides proof - CNN Video,http://www.cnn.com/videos/us/2015/02/25/erin-pkg-moos-giant-280-pound-catfish.cnn,Holy catfish! It's 280 pounds of UGLY! CNN's Jeanne Moos takes the bait on this monster fish story.
2015-03-05 15:50:00,Hillary Clinton: 'I want the public to see my email' - CNN Video,http://www.cnn.com/videos/politics/2015/03/05/lead-dnt-keilar-clinton-email-reax.cnn,Hillary Clinton announced via Twitter that she asked the State Department to release emails from her personal account during her time as Secretary of State. CNN's Brianna Keilar reports.
2015-03-05 17:27:00,Why Venezuela is on edge - CNN Video,http://www.cnn.com/videos/tv/2015/03/05/orig-venezuela-politics-protests-on-edge.cnn,CNN's Shasta Darlington explains the current state of Venezuela and how it got there.
2015-02-19 15:04:00,Standoff underway near road-rage scene - CNN Video,http://www.cnn.com/videos/us/2015/02/19/nr-sidner-standoff-road-rage-scene.cnn,A standoff is underway near the scene of a road-rage incident in Las Vegas. CNN's Sara Sidner reports 
2015-02-27 11:28:00,Is there a Hawaii without hotels? - CNN Video,http://www.cnn.com/videos/us/2015/02/27/wonder-list-skype-orig-bill-weir.cnn,"The island nation of Vanuatu has all the trappings of paradise, without the luxury hotels and resorts (for now).  Bill Weir caught up with guide and photojournalist, Jimmy Nelson, to look back at their extraordinary experiences on these extraordinary islands.   "
2015-02-27 11:28:00,Is there a Hawaii without hotels? - CNN Video,http://www.cnn.com/videos/us/2015/02/27/wonder-list-skype-orig-bill-weir.cnn,"The island nation of Vanuatu has all the trappings of paradise, without the luxury hotels and resorts (for now).  Bill Weir caught up with guide and photojournalist, Jimmy Nelson, to look back at their extraordinary experiences on these extraordinary islands.   "
2015-01-23 15:15:00,Huge asteroid flies by Earth - CNN Video,http://www.cnn.com/videos/us/2015/01/23/orig-crane-asteroid-earth-fly-by-nasa.cnn,"A big asteroid will fly by Earth, but NASA says don't worry -- we'll be safe. CNN's Rachel Crane reports."
2015-01-28 14:01:00,A year without taking out the trash? - CNN Video,http://www.cnn.com/videos/tv/2015/01/28/ms-im-garbage-ron-1.cnn,"In an effort to grasp our trash habit, our Inside Man Morgan Spurlock found a family of four that never takes out the trash... ever"
2015-02-25 19:03:00,Juror: Defense never proved he was clinically insane - CNN Video,http://www.cnn.com/videos/us/2015/02/26/ac-american-sniper-trial-jurors.cnn-ap,"Two jurors in the ""American Sniper"" trial of Eddie Ray Routh share their thoughts on the trial and verdict with CNN's Anderson Cooper."
2015-01-21 13:03:00,Advance look at 'The Hunting Ground' - CNN Video,http://www.cnn.com/videos/tv/2015/01/21/radius-cnn-films-hunting-ground-trailer.cnn,"A startling expos̩ of rape crimes on U.S. campuses, institutional cover-ups and the brutal social toll on victims and their families. In theaters March 20."
2015-03-06 18:06:00,Snuggie maker settles deception charges for $8M - CNN Video,http://www.cnn.com/videos/us/2015/03/06/lead-pkg-tapper-snuggie-lawsuit-fraud.cnn,"Allstar Marketing Group, the creator of the Snuggie, must pay millions after agreeing to settle charges of deceptive marketing. CNN's Jake Tapper reports."
2015-01-27 18:45:00,Dogs and snow: One minute of slo-mo fun - CNN Video,http://www.cnn.com/videos/us/2015/01/27/orig-new-york-blizzard-snow-dogs-ms-ba.cnn,Dogs make almost any situation more enjoyable. Look what happens when they have nearly a foot of snow to play in.
2014-02-03 20:10:00,'I am the face of heart disease' - CNN Video,http://www.cnn.com/videos/us/2014/02/04/exp-iyw-star-jones.cnn,"After having open-heart surgery, TV personality and lawyer Star Jones took on the role of heart health advocate."
2015-02-04 16:22:00,"Toddler, 15 passengers survive Taiwan plane crash  - CNN Video",http://www.cnn.com/videos/world/2015/02/04/tsr-dnt-brown-toddler-survives-transasia-plane-crash.cnn,Rescuers work to recover the remains of those who died on the TransAsia Airways crash in Taiwan. CNN's Pamela Brown reports on the survivors.
2015-02-10 19:37:00,Aaron Hernandez fianc̩e granted immunity for testimony - CNN Video,http://www.cnn.com/videos/justice/2015/02/11/erin-dnt-candiotti-aaron-hernandez-trial-shayanna-jenkins-immunity.cnn,Aaron Hernandez's fianc̩e was granted immunity for her testimony.  CNN's Susan Candiotti reports on today's developments as the ex-NFL star's murder trial continues.
2015-02-07 10:53:00,Did cops cover up brutal beating? - CNN Video,http://www.cnn.com/videos/us/2015/02/07/nr-dnt-valencia-philadelphia-police-beating-charge.cnn,Police officers in Philadelphia are accused of covering up a brutal beating after a video surfaces that seems to contradict their account of the incident. 
2015-01-19 17:14:00,Will 'American Sniper' revive war movie genre? - CNN Video,http://www.cnn.com/videos/tv/2015/01/19/tl-variety-brent-lang-lead-intv.cnn,"""American Sniper"" shatters box office records, earning $105 million in opening weekend. Variety's Brent Lang joins ""The Lead"" to discuss."
2015-01-20 23:43:00,Obama's economic proposals in 60 seconds - CNN Video,http://www.cnn.com/videos/cnnmoney/2015/01/21/cnn-sotu-economic-proposals.cnnmoney,"From child care to education, President Obama's sixth State of the Union address lays out how middle class economics works."
2015-01-22 22:56:00,'I feel like they're trying to eradicate black men' - CNN Video,http://www.cnn.com/videos/tv/2015/01/23/cnn-tonight-tiny-doo-lawyer.cnn,"Rapper Brandon 'Tiny Doo' Duncan and his lawyer join ""CNN Tonight"" to discuss criminal charges stemming from the violent nature of his lyrics and music stylings"
2015-01-28 16:12:00,Aaron Hernandez faces first murder trial - CNN Video,http://www.cnn.com/videos/sports/2015/01/28/ac-dnt-candiotti-hernandez-trial.cnn-ap,Former NFL player Aaron Hernandez goes on trial for the 2013 shooting death of another athlete.  CNN's Susan Candiotti reports.  
2015-01-29 13:49:00,CNN anchors get personal about fertility - CNN Video,http://www.cnn.com/videos/health/2015/01/29/nr-phillips-whole-life-fertility-plan.cnn,CNN's Kyra Phillips shares her personal experience with small life choices that can lead to fertility problems later in life.
2015-02-03 07:49:00,Gupta: Vaccines do not cause autism - CNN Video,http://www.cnn.com/videos/health/2015/02/03/newday-gupta-vaccines-do-not-cause-autism.cnn,"Dr. Sanjay Gupta says the scientific community is not sure what causes autism, but vaccines do not."
2015-02-12 16:57:00,Congress weighing request to use military force on ISIS - CNN Video,http://www.cnn.com/videos/politics/2015/02/12/tsr-dnt-bash-congress-weighs-isis-military-force.cnn,CNN's Dana Bash reports on President Obama's effort to get Congress to authorize war against the terrorist group ISIS. 
2015-03-05 18:58:00,Reports: Harrison Ford injured in plane crash - CNN Video,http://www.cnn.com/videos/us/2015/03/05/tsr-harrison-ford-plane-crash.cnn,Reports indicate that actor Harrison Ford was injured when his small vintage airplane crashed into a California golf course.
2015-01-19 14:52:00,How do new U.S.-Cuba relations impact you? - CNN Video,http://www.cnn.com/videos/world/2015/01/19/pkg-cuba-us-relations-penhaul-orig.cnn,CNN's Karl Penhaul looks at the impact of recent decisions to engage in dialogue with Cuba.
2015-02-05 13:42:00,New photos of airstrikes against ISIS - CNN Video,http://www.cnn.com/videos/world/2015/02/05/wolf-new-photos-of-airstrikes-against-isis.cnn,At least ten ISIS fighters were killed in coalition airstrikes following the brutal execution of a Jordanian pilot.
2015-01-20 20:32:00,Rep. Schultz: It's up to Congress to pass gun reform - CNN Video,http://www.cnn.com/videos/tv/2015/01/21/exp-erin-intv-schultz-obama-isis-use-of-force.cnn,CNN's Erin Burnett speaks with Congresswoman Debbie Wasserman Schultz about the Obama administration's inability to do more to curb gun violence.
2015-01-21 02:39:00,Members of Congress play Cards Against Humanity - CNN Video,http://www.cnn.com/videos/politics/2015/01/21/orig-js-ac-cards-against-humanity-sotu.cnn,"To gauge the reaction of lawmakers after President Obama's State of the Union address, we played Cards Against Humanity with them inside the Capitol."
2015-02-17 17:39:00,Harf: We won't give terrorists 'religious credibility' - CNN Video,http://www.cnn.com/videos/us/2015/02/17/tsr-bts-harf-white-house-isis-extremism.cnn,"State Department Deputy Spokeswoman Marie Harf discusses criticism of the White House's refusal to call terrorists who kill in the name of Islam, ""Islamic extremists."""
2015-02-25 16:01:00,Sam Smith: I want Ed Sheeran to win all the Brit Awards - CNN Video,http://www.cnn.com/videos/world/2015/02/25/pkg-soares-uk-brit-awards-2015-sam-smith.cnn,CNN's Isa Soares speaks to Sam Smith and members of the rock band Royal Blood on the red carpet of the Brit Awards.
2015-02-05 13:48:00,NATO: Separatists pushing for more contiguous area - CNN Video,http://www.cnn.com/videos/tv/2015/02/05/intv-amanpour-philip-breedlove-nato-ukraine-bases-estern-europe.cnn,"NATO Supreme Allied Commander Europe General Philip Breedlove tells Christiane Amanpour there has to be a ""political solution"" to the crisis in Ukraine. "
2015-01-30 04:57:00,'Dragon Dinosaur' discovered in China - CNN Video,http://www.cnn.com/videos/tv/2015/01/30/foster-china-dragon-dinosaur.cnn,"Paleontologists have discovered a 50-ft ""dragon"" dinosaur species in China that may have roamed the earth 160 million years ago in the Late Jurassic period."
2015-02-27 19:39:00,Friend of Putin critic: I'm not surprised he was killed - CNN Video,http://www.cnn.com/videos/world/2015/02/28/erin-bts-saakashvili-putin-critic-nemtsov-death.cnn,"Mikheil Saakashvili, the former president of Georgia, speaks about the death of his friend, Boris Nemtsov, who was an outspoken critic of Vladimir Putin. "
2015-03-09 20:54:00,Men hear mystery voice while rescuing baby - CNN Video,http://www.cnn.com/videos/us/2015/03/10/ac-rescuers-found-baby-alive.cnn,Rescuers are bewildered by the voice they heard calling for help after a car overturned and plunged into an icy river.
2015-02-24 16:40:00,Advocate: VA Sec. has pattern of misrepresenting truth - CNN Video,http://www.cnn.com/videos/tv/2015/02/24/lead-intv-caldwell-veteran-secretary-scandal.cnn,Concerned Veterans for America's legislative director Dan Caldwell joins CNN to discuss the scandal surrounding VA Secretary McDonald.
2015-02-18 15:30:00,Iraqi envoy says ISIS may be harvesting victims' organs - CNN Video,http://www.cnn.com/videos/world/2015/02/18/lead-dnt-sciutto-isis-horrors-organ-harvesting-report.cnn,The United Nations is investigating claims that ISIS is harvesting organs from the dead and selling them on the black market. Jim Sciutto reports. 
2015-03-02 18:08:00,Chaffetz to Blitzer: Get over it  - CNN Video,http://www.cnn.com/videos/tv/2015/03/02/tsr-blitzer-chaffetz-netanyahu-get-over-it.cnn,Things get heated when Wolf Blitzer asks Rep. Jason Chaffetz if Speaker Boehner should have told the White House he was inviting Netanyahu to speak to Congress.
2015-02-19 14:32:00,Startup lets you hire someone to do just about anything - CNN Video,http://www.cnn.com/videos/tech/2015/02/19/instant-startups-thumbtack-orig-ms.cnn,"From house cleaning to guitar lessons, this startup connects you with pros who can get the job done. Check out more Instant Startups."
2015-03-09 18:53:00,What can the Apple Watch do that your Timex can't?  - CNN Video,http://www.cnn.com/videos/us/2015/03/09/erin-dnt-moos-apple-watch.cnn,Watch an Apple Watch open a garage door and pay with a credit card. CNN's Jeanne Moos reports on talking into your wrist.
2015-03-03 20:41:00,Weasel rides woodpecker; Internet goes crazy - CNN Video,http://www.cnn.com/videos/us/2015/03/04/erin-pkg-moos-weasel-woodpecker-flies.cnn,Unbelievable #weaselpecker photo stuns experts! CNN's Jeanne Moos has the story behind the nature photo of the ... year?
2015-01-23 18:38:00,ISIS holding American female hostage - CNN Video,http://www.cnn.com/videos/tv/2015/01/23/exp-erin-sot-starr-isis-holding-american-female-hostage.cnn,Parents of an American aid worker are trying desperately to free their daughter held by ISIS. CNN's Barbara Starr has the latest.
2015-01-27 21:14:00,Blizzard destroys National Guard sergeant's home - CNN Video,http://www.cnn.com/videos/us/2015/01/28/ac-intv-sgt-bruno-lost-home-snowstorm.cnn-ap,"Massachusetts National Guard Sgt. Jennifer Bruno describes seeing her damaged home in Marshfield, Massachusetts, after the snowstorm."
2015-01-27 21:51:00,Battling to dig out of the blizzard - CNN Video,http://www.cnn.com/videos/tv/2015/01/28/ac-randi-kaye-on-connecticut-snow.cnn,Randi Kaye gets stuck in the snow while reporting on one Connecticut community's struggle to clear out after the storm.
2015-01-27 23:15:00,CNN exclusive: Rand Paul Snapchat interview  - CNN Video,http://www.cnn.com/videos/politics/2015/01/28/cnn-exclusive-historic-snapchat-interview-with-rand-paul.cnn,"In the first Snapchat interview with a U.S. lawmaker, possible 2016 presidential candidate and Republican Senator Rand Paul dishes on Hillary Clinton, drones, 2016 and what he does to unwind. "
2015-02-05 17:19:00,Why did ISIS burn pilot instead of beheading him? - CNN Video,http://www.cnn.com/videos/world/2015/02/05/tsr-todd-dnt-why-isis-burned-pilot-instead-of-beheading-him.cnn,Why did ISIS choose to kill the Jordanian pilot by burning him rather than beheading him? CNN's Brian Todd reports.
2015-02-06 16:48:00,Pilot: Shutting off wrong engine easier than you think - CNN Video,http://www.cnn.com/videos/tv/2015/02/06/lead-intv-gadzinski-transasia-engine.cnn,Commercial airline pilot Capt. John Gadzinski weighs in on reports the pilot of the Transasia crash may have shut off the wrong engine. 
2015-01-21 16:19:00,Which YouTube stars will interview Obama? - CNN Video,http://www.cnn.com/videos/politics/2015/01/21/lead-tapper-dnt-youtube-stars-obama.cnn,"President Obama will chat with three YouTube stars, who have more than 13 million YouTube subscribers combined. CNN's Jake Tapper has the story. "
2015-01-26 15:41:00,ISIS loses battle for Kobani - CNN Video,http://www.cnn.com/videos/world/2015/01/26/tsr-dnt-sciutto-isis-kobani.cnn,ISIS is calling for more attacks on the West after it suffered a major defeat on the battle field in Kobani. CNN's Jim Sciutto reports.
"1531 GMT (2331 HKT) February 6, 2015",Queen Elizabeth: 63 years in 63 seconds - CNN Video,http://edition.cnn.com/videos/tv/2015/02/06/orig-queen-elizabeth-63-years.cnn,"As Queen Elizabeth II commences her 63rd year on the throne, CNN's Max Foster looks back at her reign."
2015-02-26 18:23:00,Amy Schumer's epic response to fat shaming - CNN Video,http://www.cnn.com/videos/entertainment/2015/02/26/amy-schumer-fat-shaming-hollywood-lisas-desk-orig-mg.cnn,"In this week's Lisa's Desk episode, Lisa talks about a recent incident involving ""Trainwreck"" actress Amy Schumer, who is a size 6."
"2213 GMT (0613 HKT) February 19, 2015",'Cyclone sandwich' slams Australia's Queensland coast - CNN Video,http://edition.cnn.com/videos/world/2015/02/19/ct-australia-queensland-cyclone-sandwich.cnn,"A pair of cyclones, one with wind gusts over 200 km/hr, are wreaking havoc along Australia's Queensland coast. Meteorologist Tom Sater has the details."
2015-02-12 08:49:00,Alabama judge: This is about sexual preference - CNN Video,http://www.cnn.com/videos/us/2015/02/12/newday-same-sex-marriage-alabama-chief-justice-roy-moore.cnn,Alabama Supreme Court Chief Justice Roy Moore talks to CNN's Chris Cuomo about his order for a ban on same-sex marriage licenses.
2015-02-20 19:57:00,"Hospital's $1 solution to clean $30,000 superbug scope - CNN Video",http://www.cnn.com/videos/health/2015/02/21/sgmd-gupta-superbug-scope.cnn,"CNN's Dr. Sanjay Gupta explores a trouble spot when it comes to cleaning the duodenoscope behind ""nightmare"" bacteria"
2015-02-24 09:09:00,"Octopus leaps out of water, grabs crab - CNN Video",http://www.cnn.com/videos/world/2015/02/24/lkl-foster-octopus-crab-battle.cnn,CNN's Max Foster asks Isa Soares who do you think would win a battle between an octopus and a crab. Watch and see the answer.
2015-03-03 16:57:00,Report: Clinton had no official State Dept. email address - CNN Video,http://www.cnn.com/videos/politics/2015/03/03/lead-dnt-keilar-hillary-clinton-emails.cnn,"According to an official, Hillary Clinton used her personal email instead of a State Department account while serving as Secretary of State. Brianna Keilar reports."
2015-02-25 16:09:00,Opinion: Poverty on 'my side' of Silicon Valley - CNN Video,http://www.cnn.com/videos/opinions/2015/02/25/change-the-list-poverty-my-side-sutter-orig-ba.cnn,"At 16, Jorge Valencia sees life in Silicon Valley as a daily struggle."
2015-03-02 07:24:00,"Skydiver has midair seizure, can't pull cord - CNN Video",http://www.cnn.com/videos/world/2015/03/02/newday-skydiver-midair-seizure.cnn,A skydiving student in Australia suffered from a seizure in midair.
2015-02-19 14:32:00,Startup lets you hire someone to do just about anything - CNN Video,http://www.cnn.com/videos/tech/2015/02/19/instant-startups-thumbtack-orig-ms.cnn,"From house cleaning to guitar lessons, this startup connects you with pros who can get the job done. Check out more Instant Startups."
2015-03-03 10:24:00,Netanyahu: Iran's founding document pledges 'death' - CNN Video,http://www.cnn.com/videos/world/2015/03/03/sot-netanyahu-speech-congress-iran-founding-document.cnn,Israeli Prime Minister Benjamin Netanyahu addresses a joint meeting of Congress to voice his concerns about negotiations with Iran over its nuclear program.
2015-02-02 16:50:00,U.S. considering options to arm Ukraine  - CNN Video,http://www.cnn.com/videos/world/2015/02/02/tsr-dnt-kosinski-us-considering-options-on-ukraine.cnn,The White House and other top officials are considering all the options to help Ukraine in its fight against separatist rebels. CNN's Michelle Kosinski has more. 
2015-03-05 18:03:00,Meet 'Hulk' the giant pit bull - CNN Video,http://www.cnn.com/videos/us/2015/03/05/pkg-moos-giant-pit-bull.cnn,Meet THIS incredible Hulk - a 175-pound pit bull!  CNN's Jeanne Moos reports on this gentle giant turned media darling.
2015-01-23 14:33:00,Group spots rare predator in river - CNN Video,http://www.cnn.com/videos/world/2015/01/23/pkg-orig-group-spots-rare-black-jaguar.wwf,The CEO for the World Wildlife Fund spotted a rare black jaguar in Brazil's Juruena National Park.
2015-01-23 14:33:00,Group spots rare predator in river - CNN Video,http://www.cnn.com/videos/world/2015/01/23/pkg-orig-group-spots-rare-black-jaguar.wwf,The CEO for the World Wildlife Fund spotted a rare black jaguar in Brazil's Juruena National Park.
2015-02-03 19:57:00,Why is there conflict in Ukraine? - CNN Video,http://www.cnn.com/videos/tv/2015/02/04/orig-cnn-ukraine-conflict-war-npw-cm.cnn,CNN's Nick Paton Walsh explains the violent turmoil in Ukraine. 
2015-02-05 17:54:00,Jury to visit Hernandez home and crime scene - CNN Video,http://www.cnn.com/videos/us/2015/02/05/erin-dnt-candiotti-aaron-hernandez-trial-jury-tour.cnn,The jury in the trial of Aaron Hernandez will tour his home and the crime scene where Odin Lloyd's body was found. 
2015-01-20 15:01:00,Choose your news with CNNgo - CNN Video,http://www.cnn.com/videos/tv/2015/01/20/cnngo-explainer.cnn-promos,"Catch up to what you want, when and where you want on CNNgo. "
2015-01-19 16:17:00,Obama's promises: Has he kept his word? - CNN Video,http://www.cnn.com/videos/politics/2015/01/19/obama-sotu-legacy.cnn,"Obama has made promises on economic growth, immigration reform, Gitmo and foreign policy. Of these promises, which has he delivered? Watch to learn more. "
2015-01-19 14:55:00,Former Navy SEAL: Moore is trying to stir the pot - CNN Video,http://www.cnn.com/videos/us/2015/01/19/nr-bts-courtley-michael-moore-sniper-comment-controversy.cnn,"Former U.S. Navy SEAL Cade Courtley speaks about the life of his friend and sniper Chris Kyle, rebuking Michael Moore who labeled snipers as ""cowards."""
2015-01-22 09:40:00,Belichick: 'I had no knowledge' of football deflation - CNN Video,http://www.cnn.com/videos/sports/2015/01/22/bts-belichick-i-had-no-knowledge-football-deflation-patriots.whdh,New England Patriots head coach Bill Belichick says he had no knowledge of the footballs being under-inflated when the Patriots beat the Colts in the AFC Championship. 
2015-01-19 22:52:00,Kaleb Whitby: The first thing I did was gasp - CNN Video,http://www.cnn.com/videos/tv/2015/01/20/ac-surviving-chain-reaction-car-crash.cnn,His pickup truck was sandwiched between two semis in the middle of a 26-car pileup. Kaleb Whitby tells Anderson Cooper how he survived.
2015-01-27 10:28:00,CNN is now on Snapchat! - CNN Video,http://www.cnn.com/videos/us/2015/01/27/orig-cnn-joins-snapchat-npr.cnn,"Don't miss out on your daily dose of news, videos and fun facts. Snap and share CNN stories today."
2015-01-29 16:48:00,Dad wants to ban unvaccinated kids from son's school - CNN Video,http://www.cnn.com/videos/us/2015/01/29/erin-dnt-simon-measles-dad-leukemia-school-ban.cnn,A father wants to protect his son with leukemia by banning unvaccinated children at his son's school. CNN's Dan Simon reports. 
2015-01-30 11:52:00,Powerful new 'mega-rocket' unveiled - CNN Video,http://www.cnn.com/videos/us/2015/01/30/orig-crane-spacex-rocket-of-the-future.cnn,"Before they release plans for their Mars Colonial Transporter, SpaceX is showing --what they say-- is the rocket of the future. CNN's Rachel Crane reports. "
