twid,href
562063611238313984,http://money.cnn.com/2015/01/30/technology/super-bowl-2015-fans/index.html
562034165106094080,http://money.cnn.com/2015/01/30/media/super-bowl-ratings-predictions/index.html
562026979596455938,http://money.cnn.com/2015/01/30/media/super-bowl-ratings-predictions/index.html
562034165106094080,http://money.cnn.com/2015/01/30/media/super-bowl-ratings-predictions/index.html
562026979596455938,http://money.cnn.com/2015/01/30/media/super-bowl-ratings-predictions/index.html
562036611777830914,http://money.cnn.com/2015/01/30/media/brady-bunch-super-bowl/index.html
562026635852279813,http://www.cnn.com/2015/02/01/politics/obama-super-bowl-interview-2015/index.html
569876242759065600,http://money.cnn.com/2015/02/23/news/companies/target-free-shipping/index.html
570236868362506240,http://www.cnn.com/2015/02/24/us/holly-bobo-case-suicide/index.html
570242167152771072,http://www.cnn.com/2015/02/24/us/california-train-wreck/index.html
572573173176262658,http://www.cnn.com/videos/living/2015/03/02/mentos-diet-coke-viral-video-5-things-orig-nws.cnn
572857916694261761,http://www.cnn.com/videos/us/2015/03/02/erin-dnt-lah-lapd-shooting-new-video.cnn
572717868170776576,http://www.cnn.com/2015/03/02/politics/netanyahu-speech-iran-obama-congress/index.html
559556512553504768,http://www.cnn.com/2015/01/25/us/weather-storm/index.html
572786803587059712,http://www.cnn.com/2015/03/03/world/us-iran-common-interests/index.html
562412893980078080,http://www.cnn.com/2015/02/02/entertainment/suge-knight-hit-and-run/index.html
574318015002636288,http://money.cnn.com/2015/03/03/autos/dodge-dealers/index.html
562597759719837696,http://edition.cnn.com/videos/world/2015/02/02/wrn-viewer-questions-stephen-fry-intv.cnn
562593019510398977,http://www.cnn.com/2015/02/02/entertainment/whitney-houston-daughter-hospitalized/index.html
559750086054653952,http://www.cnn.com/2015/01/26/us/weather-storm/index.html
558937617207934977,http://www.cnn.com
558845775791542273,http://www.cnn.com
558937617207934977,http://www.cnn.com
558845775791542273,http://www.cnn.com
562652174153695232,http://ireport.cnn.com/topics/1212513
559825735532044292,http://www.cnn.com/2015/01/25/opinion/drexler-paris-fashion-shock/index.html
562726708894523393,http://www.cnn.com/2015/02/03/us/massachusetts-aaron-hernandez-trial/index.html
572184603525455872,http://www.cnn.com/2015/02/19/living/bible-not-jesus/index.html
559885054462394368,https://twitter.com/outfrontcnn/status/559882920425299968
570698066518540290,http://www.cnn.com/2015/02/24/opinion/parini-american-exceptionalism/index.html
574042944044462080,http://www.cnn.com/2015/03/06/africa/american-missionary-freed-in-nigeria/index.html
574312689176088576,http://www.cnn.com/2015/03/07/us/vice-president-walter-mondale-sick/index.html
574231622796468225,http://www.cnn.com/2015/03/07/us/vice-president-walter-mondale-sick/index.html
571052036743151617,http://ireport.cnn.com/topics/1219910
572744948656701440,http://www.cnn.com/2015/02/26/politics/democrats-missing-netanyahu-whip-list/index.html
571122785663238144,http://www.cnn.com/2015/02/26/us/arizona-llamas-escape/index.html
573324830453284864,http://www.cnn.com/videos/us/2015/03/04/newday-sot-curt-schilling-tracks-cyberbullies.cnn
560401820531830784,https://twitter.com/newday/status/560398738720428032
571315592931766272,http://www.cnn.com/2015/02/27/us/missouri-deaths/index.html
573574499074867202,http://money.cnn.com/2015/03/05/news/ringling-bros-circus-elephants/index.html
571367897643270144,http://www.cnn.com/2015/02/27/entertainment/feat-obit-leonard-nimoy-spock/index.html
563842589062070272,http://www.cnn.com/2015/02/06/middleeast/isis-hostage-kayla-mueller/index.html
573633510814121984,http://www.cnn.com/2015/03/05/politics/ferguson-report-hands-up-michael-brown-darren-wilson/index.html
563883229909118976,https://twitter.com/outfrontcnn/status/563872284448808960
560595267603689473,http://www.cnn.com/2015/01/28/us/south-carolina-friendship-nine-sit-in-convictions-vacated/index.html
563958988715614208,http://edition.cnn.com/videos/tv/2015/02/06/pkg-free-diving-gravity.cnn
575093376766316544,http://www.cnn.com/2015/03/09/us/madison-ferguson-differences/index.html
575306197290643456,http://money.cnn.com/2015/03/10/technology/diy-pen-sensor-tattoos/index.html
573905694765772801,https://www.pinterest.com/Cnn/the-wonder-list-with-bill-weir-sundays-10p-etpt/
575451384239120386,http://www.cnn.com/2015/03/10/middleeast/isis-video-israeli-killed/index.html
575413982456057856,http://www.cnn.com/2015/03/10/politics/hillary-clinton-email-scandal-press-conference/index.html
574079422938095617,http://www.cnn.com/2015/03/07/africa/mali-bar-shooting/index.html
566240448000581632,http://www.cnn.com/specials/live-video-2
564514064702144513,http://www.cnn.com/2015/02/06/politics/snapchat-sean-duffy-congress/index.html
571962320680849409,http://www.cnn.com/2015/03/01/us/alaska-volcano-flights-canceled/index.html
564824341800837120,http://www.cnn.com/2015/02/09/politics/alabama-supreme-court-gay-marriage/index.html
564953688905883649,http://www.cnn.com/2015/02/09/world/isis-cantlie-video/index.html
575096291182657536,http://money.cnn.com/2015/03/09/smallbusiness/marijuana-startups/index.html
574998510250115072,http://money.cnn.com/2015/03/09/technology/hbo-apple-tv/index.html
565259678318600192,https://twitter.com/theleadcnn/status/565258456735944704
575205720171409409,http://www.cnn.com/2015/03/10/africa/libya-isis-foreigners-abducted/index.html
575392621302038529,http://money.cnn.com/2015/03/10/news/companies/dunkin-donuts-titanium-dioxide/index.html
565956120049491968,http://www.cnn.com/2015/02/11/living/soul-mate-stories-kidney-donor-match-irpt/index.html
565948606578847744,http://www.cnn.com/2015/02/12/entertainment/feat-neil-degrasse-tyson-conan-star-talk/index.html
566398306247782400,http://money.cnn.com/2015/02/12/news/economy/obamacare-costs/index.html
566385948133687296,http://www.cnn.com/2015/02/13/world/asia/china-jackie-chan-son-release/index.html
566446845979656192,http://www.cnn.com/2015/02/13/us/boston-blizzard/index.html
569684512243904513,http://www.cnn.com/videos/entertainment/2015/02/19/oscars-seat-filler-orig.cnn
568820682433425408,http://www.cnn.com/2015/02/19/travel/feat-great-lakes-niagara-falls-frozen/index.html
568945761171349504,http://www.cnn.com/2015/02/20/us/winter-weather/index.html
569985750323875840,http://www.cnn.com/videos/tv/2015/02/21/exp-erin-intv-shuter-how-much-is-an-oscar-win-worth.cnn
567285496590909443,http://www.cnn.com/2015/02/16/us/winter-weather/index.html
567533955679649793,http://www.cnn.com/2015/02/14/living/feat-cindy-crawford-body/index.html
567734737079631872,http://www.cnn.com/2015/02/17/politics/texas-obama-immigration-injunction/index.html
567751085910421504,http://www.cnn.com/2015/02/17/politics/poll-netanyahu-speech-opposition/index.html
568027777519235072,http://www.cnn.com/2015/02/17/us/las-vegas-road-rage-killing/index.html
569440646198661120,http://www.cnn.com/2015/02/21/us/arizona-b-52-restored/index.html
568228600270299136,http://www.cnn.com/videos/entertainment/2015/02/16/how-oscars-voting-works-orig.cnn
567415557482631169,http://www.cnn.com/videos/world/2015/02/16/orig-pkg-robertson-al-qaeda-wanted-list.cnn
573518294487015427,http://www.cnn.com/videos/travel/2015/03/05/mxp-lion-opens-car-door-with-teeth.hln
569957502718062593,http://www.cnn.com/videos/world/2015/02/23/name-isis-hates-orig.cnn
564091370122379264,http://www.cnn.com/2015/02/07/entertainment/bobbi-kristina-hospitalized/index.html
564651527848349696,http://www.cnn.com/2015/02/08/entertainment/bruce-jenner-car-accident/index.html
569694843540267008,http://www.cnn.com/2015/02/22/entertainment/oscars-2015-academy-awards-feat/index.html
569930412279132160,http://www.cnn.com/2015/02/23/entertainment/feat-oscars-social-media-buzz/index.html
565990767383310338,http://www.cnn.com/2015/02/12/world/a-10-jets-to-europe/index.html
560790169885114368,https://twitter.com/newday/status/560787714711101442
574594325570519042,http://www.cnn.com/2015/03/05/politics/2016-election-rick-perry-staffing/index.html
573749632058159104,http://www.cnn.com/2015/03/06/asia/india-rape-suspect-hanging/index.html
573867090756640768,http://money.cnn.com/2015/03/06/news/ringling-brothers-elephants/index.html
573818257716678657,http://www.cnn.com/videos/tv/2015/03/06/newday-delta-passenger.cnn
568245051324805120,http://www.cnn.com/2015/02/17/travel/china-spring-migration-chunyun/index.html
574019049585295361,http://money.cnn.com/2015/03/06/news/frog-burger-japan/index.html
566628069092253696,http://www.cnn.com/shows/inside-man
